id,name,genus,type_1,type_2,color,generation,pokedex_entry
722,rowlet,Grass Quill Pokémon,grass,flying,brown,generation-vii,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,dartrix,Blade Quill Pokémon,grass,flying,brown,generation-vii,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,decidueye,Arrow Quill Pokémon,grass,ghost,brown,generation-vii,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,litten,Fire Cat Pokémon,fire,,red,generation-vii,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,torracat,Fire Cat Pokémon,fire,,red,generation-vii,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,incineroar,Heel Pokémon,fire,dark,red,generation-vii,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,popplio,Sea Lion Pokémon,water,,blue,generation-vii,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,brionne,Pop Star Pokémon,water,,blue,generation-vii,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,primarina,Soloist Pokémon,water,fairy,blue,generation-vii,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,pikipek,Woodpecker Pokémon,normal,flying,black,generation-vii,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,trumbeak,Bugle Beak Pokémon,normal,flying,black,generation-vii,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,toucannon,Cannon Pokémon,normal,flying,black,generation-vii,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,yungoos,Loitering Pokémon,normal,,brown,generation-vii,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,gumshoos,Stakeout Pokémon,normal,,brown,generation-vii,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,grubbin,Larva Pokémon,bug,,gray,generation-vii,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,charjabug,Battery Pokémon,bug,electric,green,generation-vii,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,vikavolt,Stag Beetle Pokémon,bug,electric,blue,generation-vii,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,crabrawler,Boxing Pokémon,fighting,,purple,generation-vii,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,crabominable,Woolly Crab Pokémon,fighting,ice,white,generation-vii,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,oricorio,Dancing Pokémon,,,red,generation-vii,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,cutiefly,Bee Fly Pokémon,bug,fairy,yellow,generation-vii,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,ribombee,Bee Fly Pokémon,bug,fairy,yellow,generation-vii,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,rockruff,Puppy Pokémon,rock,,brown,generation-vii,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,lycanroc,Wolf Pokémon,,,brown,generation-vii,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,wishiwashi,Small Fry Pokémon,,,blue,generation-vii,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,mareanie,Brutal Star Pokémon,poison,water,blue,generation-vii,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,toxapex,Brutal Star Pokémon,poison,water,blue,generation-vii,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,mudbray,Donkey Pokémon,ground,,brown,generation-vii,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,mudsdale,Draft Horse Pokémon,ground,,brown,generation-vii,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,dewpider,Water Bubble Pokémon,water,bug,green,generation-vii,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,araquanid,Water Bubble Pokémon,water,bug,green,generation-vii,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,fomantis,Sickle Grass Pokémon,grass,,pink,generation-vii,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,lurantis,Bloom Sickle Pokémon,grass,,pink,generation-vii,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,morelull,Illuminating Pokémon,grass,fairy,purple,generation-vii,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,shiinotic,Illuminating Pokémon,grass,fairy,purple,generation-vii,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,salandit,Toxic Lizard Pokémon,poison,fire,black,generation-vii,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,salazzle,Toxic Lizard Pokémon,poison,fire,black,generation-vii,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,stufful,Flailing Pokémon,normal,fighting,pink,generation-vii,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,bewear,Strong Arm Pokémon,normal,fighting,pink,generation-vii,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,bounsweet,Fruit Pokémon,grass,,purple,generation-vii,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,steenee,Fruit Pokémon,grass,,purple,generation-vii,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,tsareena,Fruit Pokémon,grass,,purple,generation-vii,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,comfey,Posy Picker Pokémon,fairy,,green,generation-vii,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
765,oranguru,Sage Pokémon,normal,psychic,white,generation-vii,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,passimian,Teamwork Pokémon,fighting,,white,generation-vii,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,wimpod,Turn Tail Pokémon,bug,water,gray,generation-vii,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,golisopod,Hard Scale Pokémon,bug,water,gray,generation-vii,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,sandygast,Sand Heap Pokémon,ghost,ground,brown,generation-vii,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,palossand,Sand Castle Pokémon,ghost,ground,brown,generation-vii,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,pyukumuku,Sea Cucumber Pokémon,water,,black,generation-vii,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies."
772,type-null,Synthetic Pokémon,normal,,gray,generation-vii,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
773,silvally,Synthetic Pokémon,normal,,gray,generation-vii,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,minior,Meteor Pokémon,,,brown,generation-vii,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,komala,Drowsing Pokémon,normal,,blue,generation-vii,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
